timestamp_s,session_state,charger_voltage_v,pack_voltage_v,charge_current_a,charge_power_kw,soc_pct,pack_temp_c,connector_temp_c,cell_delta_v_mv,insulation_kohm,pilot_duty_pct,line_freq_hz,voltage_ripple_v,dI_dt_a_per_s,anomaly_label,anomaly_score_0_1
31.000,CC_CHARGING,400.786,358.242,121.213,43.423,44.542,29.342,31.094,14.134,812.193,59.791,60.026,0.844,-34.913,NONE,0.049
31.050,CC_CHARGING,401.991,357.663,123.632,44.219,44.546,29.274,31.148,14.634,809.801,59.574,60.020,0.878,48.397,NONE,0.047
31.100,CC_CHARGING,401.083,357.896,123.113,44.062,44.550,29.256,31.197,14.556,812.387,59.829,59.986,0.921,-10.384,NONE,0.058
31.150,CC_CHARGING,401.172,357.351,121.541,43.433,44.554,29.335,31.146,14.649,812.153,59.754,59.974,0.907,-31.439,NONE,0.046
31.200,CC_CHARGING,401.097,357.857,123.190,44.085,44.558,29.419,31.262,15.116,810.384,59.736,60.001,0.896,32.982,NONE,0.051
31.250,CC_CHARGING,400.868,357.731,121.307,43.395,44.562,29.458,31.009,14.874,812.994,59.627,60.007,0.924,-37.667,NONE,0.045
31.300,CC_CHARGING,401.053,358.046,122.673,43.923,44.567,29.279,31.121,14.955,812.421,59.754,59.990,0.923,27.326,NONE,0.056
31.350,CC_CHARGING,401.187,357.725,123.603,44.216,44.571,29.408,31.249,14.041,810.638,59.736,60.025,0.895,18.582,NONE,0.037
31.400,CC_CHARGING,401.677,357.607,120.879,43.227,44.575,29.455,31.153,14.115,813.102,59.394,59.985,0.871,-54.480,NONE,0.053
31.450,CC_CHARGING,401.325,358.146,121.223,43.416,44.579,29.487,31.082,14.764,811.279,59.528,60.023,0.909,6.890,NONE,0.040
31.500,CC_CHARGING,401.034,358.040,122.842,43.982,44.583,29.291,31.229,14.372,813.090,59.508,59.980,0.840,32.377,NONE,0.056
31.550,CC_CHARGING,400.991,358.228,120.608,43.205,44.587,29.421,31.205,14.973,812.460,59.654,60.002,0.914,-44.678,NONE,0.060
31.600,CC_CHARGING,401.339,357.885,120.601,43.161,44.591,29.504,31.089,14.856,810.715,59.828,59.990,0.921,-0.136,NONE,0.039
31.650,CC_CHARGING,401.671,357.446,120.709,43.147,44.595,29.334,31.114,13.983,811.651,59.768,60.015,0.847,2.165,NONE,0.038
31.700,CC_CHARGING,401.891,357.820,122.853,43.959,44.599,29.322,31.136,14.327,810.275,59.512,60.007,0.853,42.873,NONE,0.034
31.750,CC_CHARGING,401.051,358.234,120.833,43.287,44.603,29.467,31.167,14.069,810.959,59.464,59.991,0.875,-40.392,NONE,0.058
31.800,CC_CHARGING,400.997,357.534,121.314,43.374,44.608,29.493,31.258,13.952,810.766,59.752,59.976,0.836,9.613,NONE,0.041
31.850,CC_CHARGING,401.302,358.307,121.287,43.458,44.612,29.467,31.022,14.281,811.417,59.749,60.030,0.925,-0.541,NONE,0.052
31.900,CC_CHARGING,400.874,357.517,123.273,44.072,44.616,29.318,31.051,14.343,812.904,59.720,59.992,0.847,39.724,NONE,0.045
31.950,CC_CHARGING,401.870,357.638,123.086,44.020,44.620,29.450,31.152,14.507,809.913,59.779,60.001,0.860,-3.745,NONE,0.034
32.000,CC_CHARGING,401.237,357.721,121.514,43.468,44.624,29.376,31.277,14.414,813.114,59.810,59.978,0.833,-31.450,NONE,0.054
32.050,CC_CHARGING,401.267,357.969,122.271,43.769,44.628,29.336,31.053,14.695,811.180,59.735,60.027,0.852,15.160,NONE,0.060
32.100,CC_CHARGING,401.905,357.881,121.002,43.304,44.632,29.312,31.255,15.048,810.445,59.772,59.982,0.827,-25.388,NONE,0.048
32.150,CC_CHARGING,401.301,358.089,122.761,43.959,44.636,29.412,31.289,14.901,810.405,59.432,59.998,0.864,35.183,NONE,0.057
32.200,CC_CHARGING,402.105,358.023,123.029,44.047,44.640,29.433,31.095,14.367,812.489,59.510,59.996,0.916,5.363,NONE,0.034
32.250,CC_CHARGING,401.176,358.097,122.578,43.895,44.645,29.405,31.273,14.791,810.693,59.656,60.022,0.848,-9.018,NONE,0.056
32.300,CC_CHARGING,401.350,357.760,122.548,43.843,44.649,29.321,31.255,14.253,812.797,59.683,60.027,0.844,-0.611,NONE,0.049
32.350,CC_CHARGING,400.910,357.910,123.465,44.189,44.653,29.460,31.184,14.634,813.257,59.702,59.987,0.879,18.333,NONE,0.031
32.400,CC_CHARGING,401.678,358.503,122.351,43.863,44.657,29.436,31.143,14.611,811.437,59.452,60.015,0.869,-22.263,NONE,0.051
32.450,CC_CHARGING,401.004,358.223,122.583,43.912,44.661,29.337,31.204,15.025,811.741,59.555,60.019,0.900,4.623,NONE,0.035
32.500,CC_CHARGING,402.000,358.359,122.583,43.929,44.665,29.434,31.059,14.754,810.890,59.797,59.989,0.872,0.016,NONE,0.040
32.550,CC_CHARGING,401.897,358.169,122.347,43.821,44.669,29.444,31.089,14.252,812.308,59.500,59.989,0.855,-4.736,NONE,0.038
32.600,CC_CHARGING,401.583,358.126,120.078,43.003,44.673,29.416,31.215,13.990,811.908,59.891,59.992,0.828,-45.372,NONE,0.031
32.650,CC_CHARGING,401.948,358.252,121.181,43.413,44.677,29.428,31.160,14.953,810.306,59.687,59.983,0.838,22.061,NONE,0.035
32.700,CC_CHARGING,401.127,358.597,120.724,43.291,44.681,29.369,31.289,14.594,810.077,59.603,59.987,0.909,-9.135,NONE,0.058
32.750,CC_CHARGING,400.828,358.221,123.200,44.133,44.685,29.460,31.093,14.395,812.409,59.631,60.028,0.917,49.524,NONE,0.044
32.800,CC_CHARGING,400.887,358.031,123.545,44.233,44.690,29.442,31.134,14.649,811.412,59.895,59.993,0.824,6.900,NONE,0.040
32.850,CC_CHARGING,400.974,357.995,123.561,44.234,44.694,29.383,31.128,14.515,810.460,59.543,60.001,0.880,0.314,NONE,0.047
32.900,CC_CHARGING,401.077,357.932,120.453,43.114,44.698,29.327,31.157,15.170,810.447,59.802,60.023,0.834,-62.166,NONE,0.057
32.950,CC_CHARGING,400.847,358.662,121.021,43.406,44.702,29.500,31.215,14.484,811.405,59.499,60.000,0.843,11.369,NONE,0.039
33.000,CC_CHARGING,401.245,358.179,120.833,43.280,44.706,29.424,31.256,15.065,811.232,59.420,59.997,0.888,-3.755,NONE,0.045
33.050,CC_CHARGING,401.210,357.997,121.872,43.630,44.710,29.476,31.161,14.952,813.076,59.434,60.000,0.880,20.774,NONE,0.054
33.100,CC_CHARGING,402.035,358.144,121.373,43.469,44.714,29.417,31.203,14.741,811.427,59.727,59.978,0.869,-9.991,NONE,0.037
33.150,CC_CHARGING,401.764,358.551,122.143,43.795,44.718,29.502,31.024,14.535,809.165,59.425,60.024,0.886,15.410,NONE,0.059
33.200,CC_CHARGING,402.148,358.095,120.168,43.032,44.722,29.472,31.275,14.049,809.627,59.720,59.996,0.849,-39.503,NONE,0.050
33.250,CC_CHARGING,401.283,357.820,122.847,43.957,44.727,29.464,31.254,14.527,809.367,59.659,60.020,0.840,53.574,NONE,0.032
33.300,CC_CHARGING,401.710,358.120,120.614,43.194,44.731,29.388,31.072,14.304,811.864,59.699,60.015,0.907,-44.655,NONE,0.036
33.350,CC_CHARGING,401.512,358.346,122.543,43.913,44.735,29.463,31.079,14.151,810.178,59.632,60.015,0.912,38.579,NONE,0.048
33.400,CC_CHARGING,401.735,357.862,121.526,43.489,44.739,29.525,31.131,14.701,809.061,59.536,60.027,0.841,-20.342,NONE,0.059
33.450,CC_CHARGING,401.566,358.232,121.781,43.626,44.743,29.423,31.046,14.997,811.343,59.814,60.023,0.841,5.107,NONE,0.054
33.500,CC_CHARGING,401.559,358.132,122.026,43.701,44.747,29.427,31.219,14.100,810.153,59.814,59.985,0.864,4.897,NONE,0.042
33.550,CC_CHARGING,401.267,358.242,123.437,44.220,44.751,29.394,31.196,14.200,812.478,59.702,60.009,0.840,28.218,NONE,0.042
33.600,CC_CHARGING,400.782,357.803,122.027,43.662,44.755,29.494,31.186,14.328,809.216,59.692,60.016,0.830,-28.204,NONE,0.052
33.650,CC_CHARGING,401.542,358.772,121.990,43.767,44.759,29.492,31.250,14.841,811.446,59.842,60.026,0.883,-0.730,NONE,0.046
33.700,CC_CHARGING,401.621,357.912,120.077,42.977,44.763,29.367,31.321,14.780,812.026,59.731,59.986,0.863,-38.271,NONE,0.037
33.750,CC_CHARGING,401.678,358.120,121.116,43.374,44.767,29.362,31.100,14.101,812.761,59.416,59.977,0.857,20.787,NONE,0.053
33.800,CC_CHARGING,401.427,358.534,121.886,43.700,44.772,29.358,31.286,14.499,808.891,59.570,59.993,0.907,15.394,NONE,0.042
33.850,CC_CHARGING,401.016,358.034,121.901,43.645,44.776,29.434,31.307,14.708,812.660,59.741,60.028,0.831,0.302,NONE,0.058
33.900,CC_CHARGING,401.307,358.494,121.410,43.525,44.780,29.511,31.137,14.347,809.701,59.418,60.011,0.856,-9.824,NONE,0.040
33.950,CC_CHARGING,401.195,358.518,121.908,43.706,44.784,29.360,31.081,15.048,810.158,59.456,60.022,0.854,9.964,NONE,0.040
34.000,CC_CHARGING,401.190,358.573,121.606,43.605,44.788,29.356,31.172,15.011,808.889,59.653,60.019,0.851,-6.034,NONE,0.039
34.050,CC_CHARGING,402.083,358.092,121.058,43.350,44.792,29.489,31.325,14.249,809.854,59.778,60.008,0.816,-10.963,NONE,0.046
34.100,CC_CHARGING,400.814,358.121,120.635,43.202,44.796,29.412,31.269,14.464,811.599,59.477,59.995,0.863,-8.456,NONE,0.031
34.150,CC_CHARGING,401.997,358.136,122.766,43.967,44.800,29.532,31.197,14.906,811.193,59.560,60.009,0.851,42.623,NONE,0.032
34.200,CC_CHARGING,401.970,358.758,122.001,43.769,44.804,29.536,31.219,14.836,811.518,59.813,59.980,0.837,-15.305,NONE,0.038
34.250,CC_CHARGING,400.861,358.488,120.324,43.135,44.809,29.396,31.115,14.074,809.744,59.754,59.999,0.898,-33.541,NONE,0.032
34.300,CC_CHARGING,402.014,358.170,123.096,44.089,44.813,29.447,31.078,14.909,809.371,59.497,60.015,0.836,55.440,NONE,0.045
34.350,CC_CHARGING,401.549,358.848,120.492,43.238,44.817,29.536,31.070,14.386,812.344,59.716,59.991,0.901,-52.082,NONE,0.043
34.400,CC_CHARGING,400.939,358.032,122.055,43.699,44.821,29.333,31.288,15.163,808.999,59.896,59.988,0.841,31.257,NONE,0.036
34.450,CC_CHARGING,401.139,358.364,121.803,43.650,44.825,29.378,31.325,15.230,809.275,59.835,59.979,0.839,-5.029,NONE,0.046
34.500,CC_CHARGING,401.463,358.951,123.242,44.238,44.829,29.546,31.183,14.343,812.501,59.549,60.011,0.882,28.777,NONE,0.035
34.550,CC_CHARGING,401.052,358.202,119.912,42.953,44.833,29.448,31.076,14.447,812.332,59.558,60.008,0.877,-66.603,NONE,0.055
34.600,CC_CHARGING,400.889,358.688,119.964,43.030,44.837,29.565,31.316,15.114,811.010,59.487,60.028,0.841,1.045,NONE,0.033
34.650,CC_CHARGING,401.437,358.850,123.354,44.266,44.841,29.540,31.100,14.500,810.079,59.582,59.970,0.895,67.801,NONE,0.045
34.700,CC_CHARGING,401.944,358.521,122.556,43.939,44.845,29.346,31.108,14.797,810.658,59.817,59.975,0.865,-15.958,NONE,0.037
34.750,CC_CHARGING,401.679,358.418,121.149,43.422,44.849,29.530,31.142,14.393,812.568,59.448,60.008,0.894,-28.152,NONE,0.033
34.800,CC_CHARGING,401.146,358.372,122.934,44.056,44.854,29.420,31.160,14.621,810.383,59.772,60.025,0.854,35.699,NONE,0.054
34.850,CC_CHARGING,400.873,358.669,120.482,43.213,44.858,29.414,31.174,14.406,809.048,59.576,60.019,0.844,-49.026,NONE,0.046
34.900,CC_CHARGING,401.013,358.467,120.568,43.220,44.862,29.457,31.204,14.249,809.378,59.556,60.030,0.892,1.712,NONE,0.050
34.950,CC_CHARGING,401.838,358.910,120.715,43.326,44.866,29.397,31.307,14.444,810.657,59.593,60.025,0.896,2.940,NONE,0.039
35.000,CC_CHARGING,401.656,358.804,120.913,43.384,44.870,29.476,31.325,14.861,812.258,59.677,59.975,0.891,3.955,NONE,0.055
35.050,CC_CHARGING,401.681,358.512,122.773,44.016,44.874,29.485,31.070,15.047,810.276,59.691,60.017,0.839,37.212,NONE,0.036
35.100,CC_CHARGING,401.909,358.719,122.059,43.785,44.878,29.407,31.155,14.406,808.906,59.779,60.008,0.873,-14.290,NONE,0.047
35.150,CC_CHARGING,401.324,358.611,123.312,44.221,44.882,29.500,31.245,15.108,811.547,59.633,59.972,0.854,25.065,NONE,0.041
35.200,CC_CHARGING,401.821,358.236,121.762,43.619,44.886,29.395,31.252,14.610,809.436,59.882,60.005,0.844,-31.014,NONE,0.036
35.250,CC_CHARGING,402.129,358.254,121.580,43.557,44.891,29.579,31.329,15.220,810.713,59.542,59.983,0.855,-3.621,NONE,0.041
35.300,CC_CHARGING,401.808,358.334,121.964,43.704,44.895,29.496,31.127,14.878,811.029,59.709,60.007,0.824,7.670,NONE,0.055
35.350,CC_CHARGING,401.818,358.521,120.283,43.124,44.899,29.360,31.269,14.093,810.997,59.519,60.012,0.863,-33.628,NONE,0.059
35.400,CC_CHARGING,402.125,358.574,120.576,43.235,44.903,29.587,31.091,15.023,809.538,59.569,59.976,0.856,5.868,NONE,0.059
35.450,CC_CHARGING,401.600,358.825,121.344,43.541,44.907,29.400,31.155,14.450,809.537,59.646,59.978,0.872,15.361,NONE,0.034
35.500,CC_CHARGING,401.484,358.832,120.439,43.217,44.911,29.451,31.118,14.094,809.723,59.711,60.024,0.835,-18.104,NONE,0.033
35.550,CC_CHARGING,402.184,358.209,123.133,44.107,44.915,29.435,31.129,15.119,812.231,59.525,60.014,0.895,53.888,NONE,0.035
35.600,CC_CHARGING,401.969,358.491,123.089,44.126,44.919,29.473,31.112,14.984,808.487,59.609,59.995,0.805,-0.884,NONE,0.048
35.650,CC_CHARGING,402.192,358.881,120.015,43.071,44.923,29.539,31.255,14.416,809.387,59.561,60.030,0.890,-61.489,NONE,0.036
35.700,CC_CHARGING,401.120,358.216,122.944,44.041,44.927,29.364,31.283,15.148,810.476,59.826,60.013,0.880,58.593,NONE,0.046
35.750,CC_CHARGING,402.203,359.156,120.304,43.208,44.931,29.496,31.315,15.223,810.607,59.549,60.009,0.863,-52.811,NONE,0.048
35.800,CC_CHARGING,401.421,358.544,121.212,43.460,44.936,29.450,31.304,14.204,808.973,59.927,60.026,0.814,18.162,NONE,0.053
35.850,CC_CHARGING,402.086,358.225,120.244,43.075,44.940,29.450,31.137,14.335,809.467,59.852,60.007,0.829,-19.350,NONE,0.043
35.900,CC_CHARGING,402.055,358.367,121.728,43.623,44.944,29.421,31.188,14.262,809.496,59.665,59.999,0.850,29.670,NONE,0.057
35.950,CC_CHARGING,401.155,359.091,122.164,43.868,44.948,29.397,31.280,15.006,811.556,59.880,60.008,0.881,8.717,NONE,0.034
36.000,CC_CHARGING,402.218,358.458,122.596,43.945,44.952,29.554,31.220,15.095,808.643,59.713,60.010,0.817,8.643,NONE,0.038
36.050,CC_CHARGING,401.671,358.777,122.521,43.958,44.956,29.480,31.187,15.012,809.875,59.861,59.973,0.836,-1.494,NONE,0.058
36.100,CC_CHARGING,402.071,358.913,121.702,43.681,44.960,29.595,31.106,14.963,811.471,59.522,60.015,0.864,-16.377,NONE,0.045
36.150,CC_CHARGING,402.136,358.755,120.159,43.108,44.964,29.438,31.312,14.523,808.377,59.606,59.983,0.860,-30.874,NONE,0.038
36.200,CC_CHARGING,402.166,358.407,120.886,43.326,44.968,29.467,31.231,15.296,809.233,59.432,60.020,0.851,14.539,NONE,0.032
36.250,CC_CHARGING,402.083,358.493,122.056,43.756,44.972,29.442,31.268,14.144,810.064,59.905,60.021,0.858,23.410,NONE,0.034
36.300,CC_CHARGING,401.991,358.792,120.162,43.113,44.977,29.526,31.126,14.238,809.656,59.664,59.973,0.838,-37.884,NONE,0.056
36.350,CC_CHARGING,400.983,358.794,121.667,43.653,44.981,29.477,31.219,14.430,809.777,59.905,60.025,0.830,30.105,NONE,0.059
36.400,CC_CHARGING,402.052,358.723,120.435,43.203,44.985,29.430,31.227,14.848,809.978,59.543,60.020,0.870,-24.644,NONE,0.051
36.450,CC_CHARGING,401.151,358.632,121.453,43.557,44.989,29.549,31.103,14.790,808.400,59.443,59.976,0.800,20.362,NONE,0.043
36.500,CC_CHARGING,401.144,359.076,122.798,44.094,44.993,29.445,31.126,14.686,808.983,59.893,59.973,0.858,26.906,NONE,0.039
36.550,CC_CHARGING,401.090,358.954,120.341,43.197,44.997,29.490,31.205,14.839,811.284,59.517,59.985,0.841,-49.136,NONE,0.056
36.600,CC_CHARGING,402.019,358.429,121.153,43.425,45.001,29.488,31.301,14.192,810.185,59.456,60.014,0.874,16.232,NONE,0.035
36.650,CC_CHARGING,401.209,358.528,121.282,43.483,45.005,29.551,31.162,14.220,809.563,59.449,60.014,0.805,2.570,NONE,0.035
36.700,CC_CHARGING,402.036,358.868,120.848,43.368,45.009,29.559,31.254,14.906,809.333,59.551,60.004,0.876,-8.674,NONE,0.058
36.750,CC_CHARGING,401.758,358.708,120.075,43.072,45.014,29.427,31.298,15.224,808.496,59.660,59.970,0.849,-15.456,NONE,0.051
36.800,CC_CHARGING,401.252,358.664,120.996,43.397,45.018,29.419,31.224,14.156,811.312,59.473,60.027,0.872,18.415,NONE,0.051
36.850,CC_CHARGING,401.218,359.126,122.085,43.844,45.022,29.497,31.321,14.497,808.740,59.600,60.014,0.859,21.790,NONE,0.045
36.900,CC_CHARGING,400.929,358.901,121.522,43.615,45.026,29.490,31.184,15.114,810.538,59.517,59.981,0.825,-11.257,NONE,0.036
36.950,CC_CHARGING,401.156,358.974,120.798,43.363,45.030,29.446,31.370,14.636,810.314,59.903,60.019,0.875,-14.499,NONE,0.055
37.000,CC_CHARGING,400.943,359.277,122.454,43.995,45.034,29.582,31.326,14.958,811.370,59.726,59.981,0.821,33.120,NONE,0.045
37.050,CC_CHARGING,401.565,358.459,122.748,44.000,45.038,29.620,31.200,14.645,808.004,59.554,60.001,0.879,5.898,NONE,0.058
37.100,CC_CHARGING,401.837,359.289,122.630,44.060,45.042,29.453,31.172,15.316,809.607,59.740,59.988,0.804,-2.364,NONE,0.030
37.150,CC_CHARGING,401.582,359.067,122.903,44.130,45.046,29.579,31.181,15.120,809.433,59.704,59.994,0.829,5.448,NONE,0.040
37.200,CC_CHARGING,401.398,358.550,120.329,43.144,45.050,29.554,31.406,14.523,809.888,59.611,59.976,0.817,-51.479,NONE,0.038
37.250,CC_CHARGING,401.882,358.770,120.865,43.363,45.054,29.480,31.254,14.887,810.385,59.530,59.975,0.891,10.730,NONE,0.046
37.300,CC_CHARGING,402.283,358.822,121.507,43.599,45.059,29.615,31.279,14.802,807.956,59.491,60.002,0.879,12.841,NONE,0.049
37.350,CC_CHARGING,402.074,358.955,119.868,43.027,45.063,29.438,31.200,14.297,809.455,59.913,60.011,0.864,-32.777,NONE,0.033
37.400,CC_CHARGING,401.905,359.478,119.858,43.086,45.067,29.510,31.151,14.463,808.342,59.914,59.991,0.825,-0.206,NONE,0.060
37.450,CC_CHARGING,401.329,359.001,122.637,44.027,45.071,29.430,31.391,14.285,808.653,59.756,59.991,0.833,55.573,NONE,0.042
37.500,CC_CHARGING,401.487,359.188,122.888,44.140,45.075,29.492,31.349,15.155,809.390,59.503,60.016,0.875,5.016,NONE,0.036
37.550,CC_CHARGING,400.945,358.966,122.498,43.973,45.079,29.498,31.320,15.008,810.019,59.693,59.979,0.848,-7.785,NONE,0.033
37.600,CC_CHARGING,401.258,359.529,121.346,43.627,45.083,29.558,31.357,14.920,807.844,59.789,60.012,0.861,-23.049,NONE,0.048
37.650,CC_CHARGING,401.742,358.733,120.127,43.093,45.087,29.521,31.264,14.799,811.072,59.746,60.001,0.827,-24.377,NONE,0.035
37.700,CC_CHARGING,401.705,358.740,122.750,44.035,45.091,29.626,31.280,14.489,808.529,59.559,59.978,0.825,52.455,NONE,0.050
37.750,CC_CHARGING,401.641,358.645,120.545,43.233,45.096,29.518,31.316,14.377,811.640,59.502,60.011,0.825,-44.096,NONE,0.032
37.800,CC_CHARGING,401.259,359.330,122.766,44.113,45.100,29.443,31.337,15.253,808.336,59.709,60.009,0.860,44.421,NONE,0.037
37.850,CC_CHARGING,401.923,358.882,123.051,44.161,45.104,29.445,31.403,14.937,810.844,59.590,60.001,0.884,5.694,NONE,0.058
37.900,CC_CHARGING,402.160,358.854,120.606,43.280,45.108,29.607,31.383,14.836,808.174,59.586,59.980,0.793,-48.890,NONE,0.031
37.950,CC_CHARGING,401.975,358.832,120.524,43.248,45.112,29.433,31.406,14.393,807.708,59.780,59.987,0.857,-1.643,NONE,0.054
38.000,CC_CHARGING,401.945,359.189,122.268,43.917,45.116,29.551,31.351,15.031,809.288,59.622,59.975,0.883,34.877,NONE,0.037
38.050,CC_CHARGING,402.009,359.423,122.243,43.937,45.120,29.442,31.314,14.889,809.149,59.602,59.977,0.815,-0.497,NONE,0.046
38.100,CC_CHARGING,402.178,358.910,122.374,43.921,45.124,29.456,31.242,15.147,807.762,59.520,59.998,0.802,2.624,NONE,0.053
38.150,CC_CHARGING,401.670,358.895,122.247,43.874,45.128,29.488,31.304,14.641,808.739,59.608,60.010,0.876,-2.544,NONE,0.042
38.200,CC_CHARGING,401.838,359.616,121.414,43.662,45.132,29.550,31.235,14.943,808.964,59.736,60.027,0.811,-16.667,NONE,0.032
38.250,CC_CHARGING,401.809,358.937,121.708,43.685,45.136,29.414,31.306,14.379,807.994,59.863,59.972,0.862,5.878,NONE,0.037
38.300,CC_CHARGING,401.829,358.943,122.518,43.977,45.141,29.541,31.437,14.472,809.631,59.713,60.028,0.881,16.203,NONE,0.060
38.350,CC_CHARGING,401.451,359.661,120.259,43.253,45.145,29.617,31.312,14.660,811.312,59.730,60.029,0.860,-45.171,NONE,0.031
38.400,CC_CHARGING,401.968,359.482,122.834,44.156,45.149,29.415,31.196,15.280,810.674,59.534,60.023,0.815,51.488,NONE,0.054
38.450,CC_CHARGING,401.971,359.624,122.061,43.896,45.153,29.641,31.372,14.337,807.645,59.659,60.017,0.811,-15.457,NONE,0.055
38.500,CC_CHARGING,402.240,359.626,123.105,44.272,45.157,29.459,31.438,14.718,808.160,59.819,59.983,0.788,20.892,NONE,0.048
38.550,CC_CHARGING,401.780,359.119,121.431,43.608,45.161,29.536,31.438,15.137,810.442,59.531,60.005,0.821,-33.488,NONE,0.045
38.600,CC_CHARGING,401.363,358.793,121.520,43.601,45.165,29.483,31.296,14.300,810.881,59.730,59.977,0.843,1.788,NONE,0.044
38.650,CC_CHARGING,401.390,359.192,121.292,43.567,45.169,29.502,31.246,14.510,807.573,59.712,59.986,0.790,-4.562,NONE,0.060
38.700,CC_CHARGING,401.207,358.927,121.286,43.533,45.173,29.643,31.444,14.760,809.793,59.722,59.995,0.877,-0.117,NONE,0.039
38.750,CC_CHARGING,401.371,359.459,120.390,43.275,45.178,29.479,31.354,14.336,808.981,59.606,59.986,0.824,-17.930,NONE,0.048
38.800,CC_CHARGING,402.067,359.687,122.745,44.150,45.182,29.555,31.450,14.580,810.714,59.907,60.002,0.782,47.096,NONE,0.040
38.850,CC_CHARGING,401.185,359.679,120.359,43.290,45.186,29.580,31.230,14.703,809.587,59.770,60.024,0.814,-47.720,NONE,0.045
38.900,CC_CHARGING,401.841,359.715,120.271,43.263,45.190,29.468,31.287,14.287,810.544,59.712,60.010,0.806,-1.754,NONE,0.036
38.950,CC_CHARGING,401.132,358.954,120.622,43.298,45.194,29.507,31.347,14.537,810.984,59.517,59.993,0.861,7.013,NONE,0.054
39.000,CC_CHARGING,401.686,359.020,121.846,43.745,45.198,29.478,31.291,14.615,807.910,59.593,59.979,0.796,24.486,NONE,0.034
39.050,CC_CHARGING,401.362,359.218,122.094,43.858,45.202,29.476,31.358,14.790,807.717,59.941,60.006,0.794,4.956,NONE,0.043
39.100,CC_CHARGING,401.327,359.525,121.761,43.776,45.206,29.436,31.458,14.770,809.137,59.556,59.985,0.840,-6.663,NONE,0.039
39.150,CC_CHARGING,401.983,359.265,120.842,43.414,45.210,29.477,31.319,14.527,809.377,59.819,59.997,0.848,-18.371,NONE,0.053
39.200,CC_CHARGING,401.846,358.876,121.885,43.742,45.214,29.620,31.222,15.237,808.494,59.618,59.981,0.867,20.861,NONE,0.041
39.250,CC_CHARGING,401.546,358.885,121.611,43.644,45.218,29.659,31.230,15.162,808.213,59.809,59.994,0.810,-5.486,NONE,0.031
39.300,CC_CHARGING,401.322,359.601,121.891,43.832,45.223,29.472,31.314,14.740,811.141,59.804,59.980,0.872,5.597,NONE,0.038
39.350,CC_CHARGING,401.270,359.316,119.680,43.003,45.227,29.608,31.304,14.898,808.530,59.841,60.020,0.796,-44.221,NONE,0.032
39.400,CC_CHARGING,401.698,358.905,119.779,42.989,45.231,29.621,31.400,15.051,809.241,59.618,59.975,0.805,1.994,NONE,0.060
39.450,CC_CHARGING,401.873,358.882,122.069,43.808,45.235,29.622,31.276,14.892,809.092,59.531,59.970,0.779,45.796,NONE,0.033
39.500,CC_CHARGING,401.298,359.502,120.014,43.145,45.239,29.455,31.392,14.374,808.791,59.891,59.986,0.828,-41.102,NONE,0.035
39.550,CC_CHARGING,402.072,359.778,120.371,43.307,45.243,29.502,31.300,15.089,808.440,59.536,60.014,0.811,7.149,NONE,0.046
39.600,CC_CHARGING,401.802,359.493,121.855,43.806,45.247,29.498,31.330,15.177,808.834,59.461,59.978,0.807,29.674,NONE,0.041
39.650,CC_CHARGING,401.405,359.188,119.422,42.895,45.251,29.613,31.454,15.158,808.888,59.918,59.983,0.792,-48.672,NONE,0.048
39.700,CC_CHARGING,401.072,359.229,119.655,42.984,45.255,29.496,31.202,14.667,810.672,59.774,60.023,0.811,4.679,NONE,0.040
39.750,CC_CHARGING,401.595,359.230,121.345,43.591,45.260,29.480,31.313,15.402,807.979,59.690,59.981,0.830,33.786,NONE,0.048
39.800,CC_CHARGING,401.062,359.396,121.488,43.662,45.264,29.654,31.217,14.540,807.548,59.534,60.027,0.777,2.874,NONE,0.033
39.850,CC_CHARGING,402.227,359.310,120.948,43.458,45.268,29.631,31.416,14.714,808.872,59.668,60.017,0.814,-10.810,NONE,0.051
39.900,CC_CHARGING,402.133,359.083,121.833,43.748,45.272,29.489,31.399,14.460,808.335,59.551,60.000,0.869,17.705,NONE,0.044
39.950,CC_CHARGING,401.064,359.867,121.891,43.865,45.276,29.452,31.241,14.895,809.729,59.663,59.991,0.839,1.161,NONE,0.030
40.000,CC_CHARGING,401.151,359.017,120.876,43.396,45.280,29.556,31.187,14.611,809.555,59.899,59.991,0.867,-20.313,NONE,0.057
40.050,CC_CHARGING,401.163,359.544,121.816,43.798,45.284,29.482,31.446,15.094,808.875,59.604,60.028,0.795,18.802,NONE,0.037
40.100,CC_CHARGING,401.582,359.446,120.857,43.441,45.288,29.547,31.276,14.279,808.989,59.768,59.985,0.849,-19.181,NONE,0.051
40.150,CC_CHARGING,401.905,359.112,122.393,43.953,45.292,29.674,31.188,14.656,807.120,59.917,60.007,0.839,30.718,NONE,0.046
40.200,CC_CHARGING,402.114,359.532,122.173,43.925,45.296,29.536,31.231,14.687,807.520,59.914,59.975,0.777,-4.389,NONE,0.059
40.250,CC_CHARGING,401.090,359.102,119.492,42.910,45.300,29.569,31.210,14.581,809.143,59.630,59.983,0.832,-53.630,NONE,0.034
40.300,CC_CHARGING,402.260,359.746,119.776,43.089,45.305,29.681,31.403,14.390,809.911,59.635,59.995,0.790,5.685,NONE,0.059
40.350,CC_CHARGING,402.309,359.854,121.390,43.683,45.309,29.526,31.364,15.080,807.230,59.818,59.972,0.850,32.283,NONE,0.054
